mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_reg_lambda,param_reg_alpha,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
1.043330192565918,0.0,0.002158641815185547,0.0,0.7,2.0,1.0,500,10,10,0.03,0.0,0.8,"{'subsample': 0.7, 'reg_lambda': 2.0, 'reg_alpha': 1.0, 'n_estimators': 500, 'min_child_weight': 10, 'max_depth': 10, 'learning_rate': 0.03, 'gamma': 0.0, 'colsample_bytree': 0.8}",-0.08862033486366272,-0.08862033486366272,0.0,7
0.058811187744140625,0.0,0.001363992691040039,0.0,0.6,2.0,0.0,100,10,6,0.01,0.5,0.8,"{'subsample': 0.6, 'reg_lambda': 2.0, 'reg_alpha': 0.0, 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 6, 'learning_rate': 0.01, 'gamma': 0.5, 'colsample_bytree': 0.8}",-0.11445731669664383,-0.11445731669664383,0.0,140
0.05479550361633301,0.0,0.0012769699096679688,0.0,0.6,1.0,1.0,100,5,4,0.03,1.0,0.6,"{'subsample': 0.6, 'reg_lambda': 1.0, 'reg_alpha': 1.0, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 4, 'learning_rate': 0.03, 'gamma': 1.0, 'colsample_bytree': 0.6}",-0.11563795059919357,-0.11563795059919357,0.0,168
0.5009348392486572,0.0,0.00164794921875,0.0,0.7,0.5,0.0,300,10,4,0.03,0.0,0.9,"{'subsample': 0.7, 'reg_lambda': 0.5, 'reg_alpha': 0.0, 'n_estimators': 300, 'min_child_weight': 10, 'max_depth': 4, 'learning_rate': 0.03, 'gamma': 0.0, 'colsample_bytree': 0.9}",-0.0920598953962326,-0.0920598953962326,0.0,51
0.10773015022277832,0.0,0.0013492107391357422,0.0,0.9,0.5,0.1,200,3,4,0.01,0.5,0.7,"{'subsample': 0.9, 'reg_lambda': 0.5, 'reg_alpha': 0.1, 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 4, 'learning_rate': 0.01, 'gamma': 0.5, 'colsample_bytree': 0.7}",-0.11185703426599503,-0.11185703426599503,0.0,118
0.3858327865600586,0.0,0.0015730857849121094,0.0,0.9,2.0,0.1,200,1,4,0.03,0.0,0.9,"{'subsample': 0.9, 'reg_lambda': 2.0, 'reg_alpha': 0.1, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.03, 'gamma': 0.0, 'colsample_bytree': 0.9}",-0.09132068604230881,-0.09132068604230881,0.0,40
0.14715361595153809,0.0,0.001329183578491211,0.0,0.9,2.0,1.0,300,10,3,0.05,1.0,0.7,"{'subsample': 0.9, 'reg_lambda': 2.0, 'reg_alpha': 1.0, 'n_estimators': 300, 'min_child_weight': 10, 'max_depth': 3, 'learning_rate': 0.05, 'gamma': 1.0, 'colsample_bytree': 0.7}",-0.1156739592552185,-0.1156739592552185,0.0,185
0.14846277236938477,0.0,0.001302480697631836,0.0,0.9,2.0,0.5,300,3,6,0.03,0.5,0.6,"{'subsample': 0.9, 'reg_lambda': 2.0, 'reg_alpha': 0.5, 'n_estimators': 300, 'min_child_weight': 3, 'max_depth': 6, 'learning_rate': 0.03, 'gamma': 0.5, 'colsample_bytree': 0.6}",-0.11256808042526245,-0.11256808042526245,0.0,123
0.5290906429290771,0.0,0.0015499591827392578,0.0,0.6,5.0,1.0,500,3,3,0.05,0.0,0.9,"{'subsample': 0.6, 'reg_lambda': 5.0, 'reg_alpha': 1.0, 'n_estimators': 500, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.05, 'gamma': 0.0, 'colsample_bytree': 0.9}",-0.0913965031504631,-0.0913965031504631,0.0,42
0.08835649490356445,0.0,0.0014607906341552734,0.0,0.9,1.0,0.0,100,10,6,0.05,0.1,0.9,"{'subsample': 0.9, 'reg_lambda': 1.0, 'reg_alpha': 0.0, 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 6, 'learning_rate': 0.05, 'gamma': 0.1, 'colsample_bytree': 0.9}",-0.08902614563703537,-0.08902614563703537,0.0,13
0.1316967010498047,0.0,0.0014061927795410156,0.0,0.8,0.5,0.5,100,1,10,0.01,0.1,0.7,"{'subsample': 0.8, 'reg_lambda': 0.5, 'reg_alpha': 0.5, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 10, 'learning_rate': 0.01, 'gamma': 0.1, 'colsample_bytree': 0.7}",-0.09794656187295914,-0.09794656187295914,0.0,97
0.23921942710876465,0.0,0.0013461112976074219,0.0,0.7,5.0,0.0,500,1,8,0.1,1.0,0.6,"{'subsample': 0.7, 'reg_lambda': 5.0, 'reg_alpha': 0.0, 'n_estimators': 500, 'min_child_weight': 1, 'max_depth': 8, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 0.6}",-0.1155472844839096,-0.1155472844839096,0.0,153
0.10532498359680176,0.0,0.0012755393981933594,0.0,0.6,0.5,0.1,200,1,4,0.05,0.5,0.9,"{'subsample': 0.6, 'reg_lambda': 0.5, 'reg_alpha': 0.1, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.05, 'gamma': 0.5, 'colsample_bytree': 0.9}",-0.11353880167007446,-0.11353880167007446,0.0,134
0.1148686408996582,0.0,0.0012900829315185547,0.0,0.9,1.0,0.5,200,10,3,0.1,0.1,0.8,"{'subsample': 0.9, 'reg_lambda': 1.0, 'reg_alpha': 0.5, 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 0.1, 'colsample_bytree': 0.8}",-0.09310667216777802,-0.09310667216777802,0.0,71
0.07015609741210938,0.0,0.0012891292572021484,0.0,0.7,0.5,0.0,100,1,3,0.1,0.1,0.9,"{'subsample': 0.7, 'reg_lambda': 0.5, 'reg_alpha': 0.0, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 0.1, 'colsample_bytree': 0.9}",-0.09018760174512863,-0.09018760174512863,0.0,28
0.15895986557006836,0.0,0.0013020038604736328,0.0,0.7,1.0,0.0,300,3,8,0.01,0.5,0.8,"{'subsample': 0.7, 'reg_lambda': 1.0, 'reg_alpha': 0.0, 'n_estimators': 300, 'min_child_weight': 3, 'max_depth': 8, 'learning_rate': 0.01, 'gamma': 0.5, 'colsample_bytree': 0.8}",-0.11185091733932495,-0.11185091733932495,0.0,117
0.05650758743286133,0.0,0.001299142837524414,0.0,0.7,1.0,1.0,100,5,10,0.05,1.0,0.8,"{'subsample': 0.7, 'reg_lambda': 1.0, 'reg_alpha': 1.0, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 10, 'learning_rate': 0.05, 'gamma': 1.0, 'colsample_bytree': 0.8}",-0.11563276499509811,-0.11563276499509811,0.0,165
0.056542396545410156,0.0,0.0012211799621582031,0.0,0.9,0.5,0.0,100,10,6,0.03,1.0,0.9,"{'subsample': 0.9, 'reg_lambda': 0.5, 'reg_alpha': 0.0, 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 6, 'learning_rate': 0.03, 'gamma': 1.0, 'colsample_bytree': 0.9}",-0.11562367528676987,-0.11562367528676987,0.0,160
0.24893832206726074,0.0,0.0017631053924560547,0.0,0.7,1.0,1.0,100,10,6,0.03,0.0,0.8,"{'subsample': 0.7, 'reg_lambda': 1.0, 'reg_alpha': 1.0, 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 6, 'learning_rate': 0.03, 'gamma': 0.0, 'colsample_bytree': 0.8}",-0.09028063714504242,-0.09028063714504242,0.0,31
0.29431796073913574,0.0,0.0014553070068359375,0.0,0.6,5.0,0.1,500,3,3,0.03,0.1,0.9,"{'subsample': 0.6, 'reg_lambda': 5.0, 'reg_alpha': 0.1, 'n_estimators': 500, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.03, 'gamma': 0.1, 'colsample_bytree': 0.9}",-0.08985883742570877,-0.08985883742570877,0.0,21
0.06920862197875977,0.0,0.0013284683227539062,0.0,0.9,2.0,0.5,100,5,6,0.1,0.1,0.8,"{'subsample': 0.9, 'reg_lambda': 2.0, 'reg_alpha': 0.5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 6, 'learning_rate': 0.1, 'gamma': 0.1, 'colsample_bytree': 0.8}",-0.09302539378404617,-0.09302539378404617,0.0,69
